state_code,County,order_date,phone,order_id,name
MA,Cook,2024-03-31 01:48:24,336-396-4033,ce879861-8f9f-48cd-9a4f-8a827177aa95,Jordan Clark
WA,Maricopa,2020-09-05 08:33:41,257-218-6493,c9500c33-3e94-462b-8055-20acfacc9f48,Morgan Clark
CA,San Diego,2021-11-24 18:11:37,377-916-6609,672ec657-43a0-43fa-bf9e-b69ac8f5f116,Jane Evans
NV,King,2022-05-16 00:20:05,569-317-9043,7e289246-e9e8-4a4c-b36f-2a912690a64f,Jane Adams
NY,Cook,2021-09-24 00:48:57,395-403-4971,a813e5f3-7ace-44f5-89a2-0c5701bdcdcc,Jessie Hughes
TX,San Bernardino,2020-11-22 06:49:28,484-962-7727,4ec9348a-5034-4aec-b745-fe6778979253,John Baker
NY,Los Angeles,2020-03-29 09:28:41,336-758-4725,9c4c4ca3-0de6-4376-9e13-ad952312c8e5,Jordan Ibarra
GA,Cook,2022-08-19 06:08:22,731-555-5413,108d2948-6bb1-4434-afd6-7ce44a78cb53,John Ibarra
NV,Los Angeles,2021-12-20 06:51:41,228-256-1899,6ac85750-0494-4d06-a640-8e4b4e4b8e71,John Foster
CO,Dallas,2024-05-14 07:06:20,317-999-4417,d2a2744e-e035-4daa-a057-621fe7782f49,Jordan Johnson
CO,Los Angeles,2021-01-04 15:31:50,735-507-3886,22f7a497-6ec8-4b24-98a5-5d81ce93110e,Alex King
FL,Maricopa,2022-06-23 04:55:23,802-247-5979,82d8eb46-93a3-42fe-b541-f9381159cfef,Alex Clark
OR,Los Angeles,2022-09-09 11:05:36,699-206-8425,00e79323-da42-409c-8090-103b02930416,Emily Adams
MA,Cook,2023-03-01 02:38:47,773-790-9703,e2c86dc9-e169-49be-aa24-e191a0962b80,Jessie Gomez
NY,King,2023-12-20 00:46:03,954-210-8638,5cdf7404-f47d-421a-9895-c512f56f7501,Jessie Evans
NV,King,2022-07-10 21:26:09,296-221-6611,92d4eb6c-1bfa-4505-a30b-6e2bd5ea5070,Jordan Evans
TX,San Bernardino,2022-11-11 01:11:41,311-811-3044,1cd51acb-cfc8-42cf-b6af-2ae6dce1821a,Taylor Gomez
FL,San Bernardino,2020-05-02 10:55:02,968-263-2835,7b060dc5-9d53-4e56-b7be-9deed0baba48,Alex Adams
NV,Miami-Dade,2020-03-19 18:23:55,996-764-9529,b90e49af-3628-4ed2-861f-f3a868fc1908,Jane Adams
TX,Cuyahoga,2022-10-15 16:14:32,475-514-4750,f836a68d-8380-416e-bea4-d39347facd18,John Ibarra
FL,Dallas,2021-06-04 07:06:29,448-566-3804,21fa6549-e59f-4ec9-bf26-5750f23a2f5e,Cameron Evans
MA,San Diego,2020-12-28 22:17:00,586-403-3160,50fcbf72-4e31-4485-aa34-45eeb0efbf60,Alex Hughes
NV,Los Angeles,2022-01-22 03:50:39,521-289-7273,c1282bcf-f90a-4bc8-946b-ca29b5eff0c2,Jordan Hughes
NY,Los Angeles,2023-08-16 17:02:10,362-269-2614,faa89e3a-8fec-41f4-8f5b-bbdea965dd36,Morgan Adams
NV,King,2023-03-24 02:25:05,926-445-8001,781763b1-565b-410c-a070-19ec4a44d530,Taylor Gomez
WA,Cook,2023-03-06 04:15:30,868-855-4689,dbcecbf3-defc-4af8-a318-27422dd9e51c,Alex King
NY,Miami-Dade,2024-08-16 22:09:41,296-262-5230,f9e84a59-ad4f-4eed-8458-b2a96057137b,Jordan Baker
FL,Dallas,2022-06-22 15:55:16,431-804-6304,95c64ad5-3fdd-4905-86df-98d6c7e4ec64,Jessie Foster
MA,Los Angeles,2024-06-12 01:10:11,340-923-1352,fe72dbff-3898-473a-9844-bec842083308,Emily Evans
OR,Cook,2022-10-04 08:53:05,523-571-1406,457fe6a1-0420-4cbc-bc67-6d7145693617,Morgan Hughes
GA,Miami-Dade,2022-09-16 14:06:47,825-213-2654,f976f240-fc32-4863-8617-36f287a18142,Taylor Gomez
TX,Los Angeles,2021-05-24 17:44:15,710-362-1856,911840a9-5668-4500-b608-f3b538932027,John Johnson
TX,Maricopa,2021-09-30 17:49:52,390-330-9077,d491fa32-443b-4ef7-9fc1-48defe2e7d64,Jordan Baker
CA,San Bernardino,2024-08-30 15:35:41,901-284-6791,1782d658-c7a4-494f-944c-5cb40768f433,Cameron Adams
NY,Los Angeles,2022-06-11 14:00:46,617-895-8959,7a029119-e86b-44d1-998c-987ed9ef9cbb,Jane Johnson
FL,Cook,2021-05-23 15:39:16,670-842-8419,cb769cc0-a882-429c-bd74-10a166f8b720,Morgan Baker
TX,Maricopa,2023-11-05 07:50:21,884-863-6337,d87f384c-6bcd-460b-9f79-d8d54b7b8855,Emily Baker
NV,Cuyahoga,2021-07-02 00:04:16,833-830-2948,49d61a6a-fc87-411a-88e7-4f99a89e620b,Morgan Gomez
OR,Miami-Dade,2024-10-27 16:24:44,281-258-7389,a5052e2f-7807-4b5d-acf6-afb8ab26aac9,Cameron Gomez
OR,Los Angeles,2021-01-17 06:03:24,716-400-5991,b582b3be-1c03-4e82-b39f-fde6aa366b5d,Jessie Adams
FL,King,2020-10-13 09:56:39,629-919-4965,aafc8541-7e47-4c18-b17d-85054d681f6d,John King
NV,Los Angeles,2021-10-25 12:59:11,764-715-7028,a3e498d5-3cb6-422e-894a-ed7a256e8fd6,Chris Gomez
TX,Dallas,2020-04-01 21:47:42,664-615-5884,0a7c024b-48c5-4f39-8040-baf72ac2783b,Jane Ibarra
NV,Cuyahoga,2020-07-05 04:53:57,263-643-4962,2ec831e0-c006-4cd1-84da-d5f649cc08d8,Emily Foster
CO,Maricopa,2021-12-01 02:48:05,779-986-3357,2d2aa825-e90c-4cd0-a0de-251d2ff11060,John Hughes
MA,San Diego,2023-12-21 11:03:33,860-891-8542,4721fc81-5310-4ee9-af5c-ed42da8d0fa2,John Baker
GA,Dallas,2024-12-16 14:56:29,761-287-2211,a682d671-e0bc-4780-a4e6-3a4d1d20ce32,Morgan King
NV,San Bernardino,2023-10-11 01:07:48,468-899-8543,17066fe6-1587-458d-9fec-53e2b3c69f95,John Clark
OR,Cook,2020-10-21 15:29:26,312-324-8033,4e48afee-3f92-4fe0-a6ff-8b3be60fadde,Jordan Adams
GA,Dallas,2024-12-30 19:32:02,666-852-4289,2bbc1878-3a50-4f95-889a-8ae78b14e340,Jessie Evans
OR,Dallas,2024-11-21 10:09:52,628-743-2144,5538b3f7-14ad-49f1-b1a8-1f8588943407,Emily Clark
OR,Dallas,2021-01-10 03:15:34,884-855-9106,c4e5c483-a8a8-47e8-9ce2-00b5699a0120,Morgan Johnson
TX,Dallas,2021-12-30 20:44:03,740-783-8418,7f2375b5-dcf4-4b8e-8058-cb923bd0e63d,Jordan Adams
CA,Cuyahoga,2023-10-25 02:29:32,613-581-7257,c579ca50-289b-4d8e-be88-751c92619ded,Jessie Johnson
MA,San Diego,2023-12-31 08:22:08,775-458-8207,ae2ff748-87b8-41e3-a1b6-3ac7e4dea1e1,Morgan Adams
WA,Maricopa,2023-07-03 01:50:41,685-488-4660,2457b8a9-876b-44e8-929d-daa3c4c14e86,Jessie Foster
FL,King,2020-02-10 13:19:36,652-861-5995,f7efd549-44d9-49ee-82b7-a8bfdcb91c52,Jessie Clark
CO,King,2022-10-15 02:35:17,235-692-6913,7a831315-359a-48f4-9347-2aab57e9ebfa,Morgan Ibarra
FL,Cuyahoga,2020-07-12 21:26:47,908-815-7869,5e34d67a-6895-4f2e-955f-2045832cbcc1,Alex Ibarra
GA,Miami-Dade,2023-03-13 02:19:52,913-693-5177,fe72e2cc-ef4a-4a72-adfd-ad6b91df54dc,Taylor Hughes
MA,Maricopa,2020-02-26 16:25:31,338-962-7194,c9aca086-0275-436c-b311-426d2e9d87f5,Jane Foster
NV,San Bernardino,2024-01-12 20:51:24,879-366-4923,0154c588-1955-43cc-bd09-fb3515aea9ed,Alex King
CA,San Diego,2021-04-18 02:40:59,296-763-4251,6b1abf42-aad7-46d2-a86c-a2c31f6d8b72,Taylor King
MA,Maricopa,2021-09-01 13:50:48,639-405-7357,7be31f99-1f60-4316-9a73-973eef93c7a7,Jordan Johnson
MA,Dallas,2022-03-17 23:31:47,418-793-3293,3dbd5e9b-762b-4230-b710-72f159b6e580,Emily Clark
NV,Cuyahoga,2024-08-12 04:18:39,343-381-1126,6c64efc9-b229-43e3-bcbd-81926db3bda1,Taylor Evans
MA,Los Angeles,2024-07-22 20:43:15,552-358-4801,f91583c2-6ef3-41f9-98ca-d78289333fb8,Cameron Gomez
MA,Dallas,2021-03-26 23:18:23,452-892-2984,18dd140f-190b-4e9b-a793-bb74916f290e,Jordan Adams
WA,San Diego,2023-04-19 21:45:48,825-366-1304,984d8710-839b-4086-88de-c9a6061d5064,Morgan Ibarra
CA,Harris,2022-05-18 01:15:19,474-996-5254,24dc7992-c6d6-4ab0-af6e-1feded601649,Chris King
TX,Maricopa,2021-11-06 13:24:07,344-484-9987,92d6e86c-f250-4ecc-b0c1-55b5c67050a5,Cameron Ibarra
NY,Cook,2021-06-27 14:21:46,933-862-8293,87609221-295e-45f2-8ad2-20ec8117630a,Cameron Hughes
FL,Dallas,2022-10-11 07:16:17,671-453-1190,0a200bbe-7dfe-4bb0-8f89-4baf92ee6821,John Johnson
GA,Dallas,2022-03-30 07:58:56,203-507-4308,58d25251-1caf-4bf3-8b57-b56a88f2e810,Jessie Foster
NV,Cook,2023-03-06 19:31:48,321-455-6450,185b3ee3-6542-4189-bd99-2ec2a0e5d9e7,Jessie Ibarra
MA,Miami-Dade,2022-02-26 08:23:23,576-665-7635,81d1a60c-0dc4-4f69-bd3c-62ae17078e41,Taylor Hughes
TX,King,2021-09-25 06:09:59,289-772-3220,47f507ae-4800-43e4-9655-87a8f85bd905,Jane Baker
FL,Miami-Dade,2024-04-03 20:17:05,566-413-7428,bfb679c0-0915-4cdb-90bc-dabe9c513d8b,Morgan Baker
TX,King,2021-11-08 14:11:42,849-615-2478,c68837be-4853-40d3-8923-dfe9f18eddf6,Chris Hughes
NY,San Diego,2023-06-15 03:42:55,494-890-1274,9c79d81d-11a8-4315-a621-09c4ccca8f45,Alex Clark
WA,Maricopa,2024-07-17 20:50:26,386-825-6494,442cda2d-48ae-40dd-9c2d-08e9a8044999,Cameron Foster
MA,Cook,2021-12-12 01:52:48,744-737-5014,658a78f9-916c-4e8f-be22-f3f622a1202f,Jane Johnson
TX,King,2021-04-21 01:04:11,804-242-3669,35633562-f7ff-423f-ba34-276e3744af18,John Hughes
WA,Los Angeles,2022-11-25 11:58:25,993-634-7365,c2eb6871-9098-4ba1-8fa3-5d1389021029,Jane Hughes
GA,Maricopa,2022-08-05 18:52:28,974-781-4967,41ee46f4-4f63-4942-8bbc-7f3d1ea28f04,Jessie King
GA,Harris,2021-03-07 09:29:31,602-789-1767,b29bbacf-fbe7-4e14-b992-25eff086c77a,Jessie Clark
GA,Miami-Dade,2020-01-06 12:57:57,684-585-4699,b8e8dd11-1353-4b62-a610-2b2f9b1e1b48,Cameron Hughes
TX,Miami-Dade,2024-03-25 12:14:01,315-725-9254,4119db55-81ba-49bf-a8b6-a6d9beccba3d,Morgan Clark
CA,San Diego,2020-12-04 21:59:24,265-975-2238,bf54d37c-f9c8-46a0-9c21-217daada7ffc,Jessie Clark
MA,Los Angeles,2020-11-14 16:55:31,650-529-1421,f2a5f4b9-0d93-4b01-b479-7d86f79cfd65,Taylor Johnson
CO,Harris,2023-02-24 00:49:15,443-279-3404,d48c99ee-301b-4b3c-acef-ab3e0ea65035,Alex Baker
GA,Los Angeles,2023-06-02 01:14:48,253-245-1473,c21eb68f-83c9-4119-a217-e45e0e723f29,Cameron King
TX,Los Angeles,2021-06-20 18:37:50,996-794-9826,29ab6af9-b82b-4617-9087-5d30b609344a,Emily Johnson
NV,Cook,2020-09-17 21:12:34,544-239-5579,3894b395-dc8c-4717-aafa-3b6665d79267,Cameron King
MA,Maricopa,2023-05-30 19:27:17,867-503-2411,bd60e1f7-54d3-4b5b-85d1-a2fa073e4c87,Chris King
WA,Harris,2023-02-14 13:39:30,456-237-3905,59bc78dd-3557-4e45-aeca-1b544a0a3519,Jane King
NY,Dallas,2020-03-16 22:20:39,633-248-2991,fb766d74-65b8-4a81-a461-f1563a6942eb,John Ibarra
GA,San Diego,2022-09-20 21:38:32,999-823-2993,3ef9c2b4-7e02-4f17-91d8-077acc603de0,Chris Adams
OR,Cuyahoga,2024-11-30 21:28:57,417-243-2936,a5d89737-8b57-4bc3-b530-eb92352b1c24,Taylor Hughes
TX,Cook,2021-01-25 03:39:33,352-398-2137,6587d350-ef7c-44d3-b8cc-ecc51e9e398b,Taylor Gomez
TX,San Bernardino,2021-02-11 19:42:31,615-605-7389,3d7e8c92-cb5b-4b16-bc63-f1126fbdb174,Chris Gomez
CA,Harris,2020-01-25 17:41:13,585-850-4867,aebb1573-e25a-4884-bd05-f1426c8b0f2b,Jane Evans
MA,Cook,2023-11-13 18:35:40,808-391-2385,b7af2592-0058-4e46-826f-346d0d864177,Cameron Adams
NY,Cuyahoga,2021-07-26 21:05:35,349-671-3454,8917c251-ae1e-4cf9-83d2-a9e938a51a28,Jane Hughes
WA,Maricopa,2020-10-05 05:59:14,579-409-1740,bd0edcb8-8e07-44d3-8bd1-7c16f17ffeb5,Alex Adams
OR,Maricopa,2021-11-19 12:24:58,488-894-8135,be0d5d71-e971-4200-a2e8-f95944eb4ce4,Morgan Baker
CA,King,2020-04-23 09:11:24,783-532-7245,751033e7-3aa7-4a61-b8dc-80683e9bd221,John Evans
CO,Miami-Dade,2023-11-20 12:40:44,472-647-9214,7cab4d0e-40ae-4d38-a6dc-b8df607f70f0,Cameron Ibarra
GA,Cuyahoga,2024-07-19 04:24:52,438-391-9847,126029a5-1daa-4ae6-8bb8-499255f4f388,Morgan Adams
WA,Cook,2021-02-11 06:51:51,541-833-2868,5f59ab24-a545-409e-9e53-f5f17b4b83a7,Jessie Evans
CO,Miami-Dade,2020-11-26 23:37:20,208-927-2621,8ab3d59e-2464-4f17-930e-655d78f64729,John Ibarra
MA,Cook,2021-12-02 01:14:16,978-396-5101,56cf41b3-31e0-40b7-bd88-e83655a9d9f1,Jane King
WA,Harris,2022-04-20 19:33:36,992-654-3216,8635460e-7dd1-49a4-896c-86378514051d,Chris Johnson
NY,Miami-Dade,2024-07-08 20:32:03,597-777-8956,17661f39-b2df-44ee-84f9-1a81fd404208,Taylor Ibarra
FL,Cuyahoga,2021-12-07 15:15:19,373-943-1649,75885ee1-0bea-4c35-86fa-1d89e333ef3f,Jessie Evans
CA,San Bernardino,2022-05-02 05:12:41,284-699-8345,b8c99443-70a2-4ae5-a8e2-5efa61c4d845,Jordan Evans
MA,Miami-Dade,2022-10-24 10:58:09,684-428-4039,105e227f-0fdf-42a8-9cb0-b5e7ab15ae33,Cameron Baker
FL,Cook,2022-08-18 06:08:09,509-704-8339,00944bcc-5a84-40e8-8406-e9670d9589cc,Jordan Clark
OR,Cuyahoga,2022-11-03 04:31:20,762-695-3752,fa540e41-6ce9-4611-b408-6a7c29d42e0e,Chris Gomez
MA,San Diego,2020-03-08 15:30:14,478-257-7132,ce68c551-0562-4f97-9959-c01e97f36276,Emily Clark
MA,King,2023-05-29 06:26:31,425-384-1214,df7703b6-6961-443f-b496-67e1fb9ae46b,John Foster
CA,Cook,2021-10-15 13:17:12,962-542-1090,990ce36f-714c-440e-96d7-5e125efef4f8,Cameron Foster
OR,San Diego,2022-10-21 18:30:32,527-562-1700,cdd4d2a1-b5e8-4454-a994-b2ad4d8ee5b3,Taylor Evans
NY,Cook,2020-08-06 18:07:25,544-734-5202,b00bc324-ec3f-4e14-8711-02845ae2e29e,Morgan Gomez
NY,Dallas,2022-02-08 20:53:45,377-518-5637,e2574286-65ab-4876-ae5b-76b4f1d1c0ee,Morgan Evans
MA,Harris,2022-04-19 13:06:47,473-710-5918,e74833bb-e4f2-4bc3-9354-0bd829df4a07,Jane Baker
NV,King,2021-09-21 11:23:42,489-757-8590,7e0116a9-b466-4254-af1b-dcd6843cecab,Chris Evans
WA,Miami-Dade,2023-01-11 17:08:17,916-845-8657,267b2d26-1999-4f34-8068-06a262a1a47e,Jessie Foster
MA,Dallas,2020-01-22 19:27:02,750-534-8020,843fd882-f7e9-4e88-8936-b11a76e2cbb1,Chris Gomez
MA,Miami-Dade,2020-02-21 14:43:00,244-683-8275,346c71ff-65d6-4c9d-96eb-e155220ed503,Emily King
CO,San Diego,2023-05-03 21:20:53,908-611-5562,aee8dd73-4ce7-44be-b5ce-084d7b1121d4,Chris Clark
CA,Los Angeles,2023-11-03 21:36:33,832-486-9066,f0aeccad-8dda-49cb-bf5a-23b5b41a18af,Jessie Adams
GA,Cuyahoga,2022-01-28 16:27:13,886-931-3967,6e0e97c3-5f4c-4b0c-b3cd-9e62acdbf7f0,Jordan Foster
WA,Miami-Dade,2022-01-16 05:18:32,631-771-2102,f1220575-3b13-4188-b0ff-8cac3c574a7a,Jane Clark
CO,Maricopa,2022-07-02 17:09:55,936-989-2755,4f227014-8dcf-4ec1-8fb7-062bca07c9c9,Emily Clark
MA,Miami-Dade,2023-12-14 20:18:06,216-556-7649,cc6d03f9-45b7-4206-a820-399ca97e3d16,Taylor Baker
NV,San Diego,2022-04-08 11:21:32,950-335-9054,a20c7ecf-f3a9-465e-91a6-99d51a4dd28f,Chris Foster
NY,Dallas,2022-03-17 20:05:39,691-424-3692,91e8e7bd-3e87-44b7-a44f-c9333e2750a8,Jordan Ibarra
CO,Harris,2021-09-13 02:12:21,374-805-6912,3ec26230-f859-40a3-843c-0a5e134dfca9,Cameron Evans
MA,King,2020-05-18 03:48:04,602-849-4634,8622a238-6898-47bd-8ae2-ce1852a03ba2,Jordan Adams
FL,Dallas,2022-03-07 09:05:27,319-476-4346,8e93eae4-018e-438b-b03a-75b829424b26,John Baker
CA,King,2020-06-02 01:07:08,211-777-8552,07c0266e-12f7-45dc-916a-f92b7923052f,Emily Clark
MA,San Diego,2021-03-19 08:42:02,751-289-3752,afb1f781-2205-4200-aa5e-fd45c4046776,Morgan Foster
NV,San Diego,2021-02-13 10:29:02,660-357-1158,5aed9f00-d01e-4838-9077-c534f54a88ec,Morgan Foster
NV,Maricopa,2022-06-12 10:20:20,844-636-9407,c3a489ed-6b24-4b42-8d2a-3ab503392278,Jessie King
TX,Miami-Dade,2023-10-16 05:51:39,305-890-4173,cc8e526f-3a53-426a-8e5a-b57bdd76fc4b,Morgan Evans
TX,San Bernardino,2022-08-01 16:54:34,634-231-9807,71123c65-8688-4684-8f27-8fd950e9ac32,John Evans
CA,Cook,2022-07-27 04:16:40,338-360-2045,9f42322e-2299-456a-93fd-7bd7a69fa5d2,Jane Adams
TX,Los Angeles,2024-10-01 05:59:10,230-859-5432,2f78015a-cccb-4b26-9f51-b33197b906a5,Jane Evans
CO,San Diego,2023-01-01 18:04:31,439-466-4547,d6387e94-3171-4789-abe7-3605b9edb34d,Jane Gomez
OR,Maricopa,2024-04-01 16:21:51,255-444-5337,425bce7a-9682-4c55-badf-b598eba5fc0f,Jordan Hughes
CO,San Bernardino,2023-11-20 04:32:34,676-469-4346,97d2a044-bffb-4a1b-a451-020b354ba231,Chris Ibarra
TX,King,2023-02-12 21:00:45,608-699-5963,0199fe92-4cf8-43bf-bbf0-10a91131c3ef,Taylor King
TX,Cuyahoga,2023-09-17 22:00:57,274-376-5799,04abbc96-1973-4413-a48c-8c67b4c9fa49,Chris Johnson
CO,Los Angeles,2022-05-07 22:13:28,824-613-1451,620a2eeb-836e-43ae-b3e6-bf86998ef60c,Taylor Baker
CO,San Bernardino,2023-05-23 01:59:03,447-820-8996,b43f3cd9-74c4-4a04-bb89-193b03c8edf4,Emily Evans
TX,Miami-Dade,2021-05-19 20:38:40,740-893-7308,cda7a199-8dfc-427f-b3c5-16b053241700,Chris Clark
CA,Dallas,2023-02-16 01:41:27,274-741-9499,daf641f1-4196-4e8b-9056-a00e3dbe934b,Alex Baker
WA,San Bernardino,2022-02-13 05:19:27,289-621-7456,1ba7d0ca-433f-4c8c-8afd-a0155149a446,John Adams
NY,Harris,2022-12-29 00:31:14,845-333-5549,e18ed35a-f215-476f-8d62-ce9a6cb2e4aa,Chris Foster
MA,Dallas,2023-03-19 02:28:02,414-894-3700,c1629f84-7013-4e33-b43f-eaaa84440c87,Jessie Hughes
MA,King,2022-09-06 18:44:24,596-796-8213,12da8c8a-a490-4142-9aa9-cb2050c4e644,Emily Gomez
MA,King,2023-09-19 04:29:47,780-253-8172,dfa04d1b-025b-45e2-8029-be10741f37af,Chris Hughes
OR,Dallas,2023-05-16 03:34:48,671-376-7450,28e54b25-8e8c-41d6-ab5d-fc8dd643b6da,Jordan Gomez
GA,Maricopa,2021-05-15 10:29:34,852-782-9860,40751692-c97f-49dc-8de6-4fb3e9b40d1f,Chris Adams
OR,Miami-Dade,2024-09-18 01:37:58,998-803-4572,c685f98e-8839-44be-8b04-75f483edd88e,Morgan King
GA,Cook,2024-01-27 02:30:19,716-663-4474,969ae44d-2820-4425-a882-00c12c749ea4,Cameron Clark
NY,San Diego,2022-09-23 02:49:51,853-624-2680,ac4c301b-ddf1-4ecc-8db0-5bac9f458e61,Jordan Baker
