state_code,name,County,order_date,phone,order_id
GA,kAN,Medina,10/16/2020 22:19,2492224910,7463836d-d75b-447d-8c6f-56545053688c
NY,ewm,Duval,5/2/2022 22:57,9053760344,a9625e7d-7e05-494e-899f-c037f303bf3a
IL,gDh,Duval,8/28/2022 22:29,4690511849,b84ee6b8-1d37-4684-bfeb-bd5ba55655c5
GA,CHK,Travis,2/18/2022 7:19,8028005529,c9d0fd27-a9a9-4232-b817-0bf9b4fcd8f7
OH,QHC,Harris,2/7/2022 8:42,7383588046,9b036e3e-6772-4ef3-a64b-c112f8a13331
IL,zpG,Bucks,11/10/2021 12:25,1102660051,c893971f-0660-443c-8440-e7e6073e886d
FL,xRk,Durham,7/17/2023 8:58,6715793255,82f7dd81-5899-4fab-8af2-d6715bf94b8b
PA,cXL,Pinal,10/5/2022 3:02,6909730887,2e5f54a3-f709-45cf-85e6-ac47b17b80ec
FL,RqN,Medina,7/14/2022 14:34,5841622575,2b565288-7251-4c3c-81b3-b723bb3c5d49
TX,ACm,DuPage,7/18/2021 13:06,2393960137,124b8991-ade9-4941-ae4c-0c71a9abe803
OH,jGV,Fulton,8/6/2020 20:35,8011112299,51343dc5-cec2-44a7-993d-510f88c2ed11
PA,hej,Medina,12/7/2023 6:38,9778288970,9d632e34-f6df-44a4-a8d9-59c02fe02dbe
CA,Job,Pinal,12/7/2024 3:44,5920785378,0b87d852-1f99-4cfb-8fd5-6ccdbdc8ff96
AZ,jWy,Orange,12/26/2020 3:50,9924449397,388ea820-ec16-45a5-bdb1-760f359bc078
CA,gVv,Wake,5/22/2024 12:50,1040545059,4a60db58-026a-4a99-b8e9-3f6a986cda92
NY,qlW,Bucks,3/28/2022 7:06,1737578229,583f0a68-2313-44c1-9dd3-7d2e85e79bb8
NC,LUZ,Summit,1/22/2024 23:25,2286212802,e7ce571c-877a-4a81-94ab-73a0839abc2c
TX,Pad,Medina,12/23/2022 2:04,5083169111,7fdb73de-9aa5-488c-be1c-c4459af457a8
FL,mEo,Orange,8/19/2020 12:04,5825495873,c5855553-2822-46ee-b310-74d407116d99
OH,txB,Duval,7/3/2022 6:42,6262087433,756d9161-7faa-48f5-9002-a45ef5727e5e
AZ,UtQ,DeKalb,8/19/2021 21:53,1710236288,41bdd1f3-5def-4fd9-8fc0-4aef5c32da02
IL,nQI,Bucks,8/23/2020 14:43,7444388953,b8530d8f-08f6-4662-a61a-105cadcd87ef
NC,ioH,Durham,8/8/2023 17:33,3435773607,e62f738e-fb48-4cd4-bb48-c35791573aaf
CA,MIp,Queens,12/17/2023 10:21,7426175613,b6b3ab3b-36da-425a-be25-4c070d6a81e0
NC,kqt,Bucks,2/17/2023 7:51,3483672743,6915584f-d946-4b51-9d8c-518eea3a3a4d
GA,aVg,Medina,9/23/2024 13:44,6594336734,ca417464-9af2-4bc7-b7a6-6ea845fd3928
IL,rDa,Kings,2/3/2022 6:15,6927503465,d634936a-8a75-43e6-bd05-6f4d7917c2d1
NY,xGK,Medina,11/13/2023 7:51,5618635421,9d08f601-17f9-4fb8-8a86-256af3d82375
GA,JMb,DeKalb,8/28/2023 0:13,4881157658,31a1c321-6eb9-4ffc-9be0-78ddde76ca0a
TX,XDl,Medina,4/16/2022 9:03,9549741645,a0410f39-79f4-4a72-97d3-f1411b95d365
PA,drV,Bucks,3/11/2024 15:24,9226507167,8c1c7039-6cf8-4d30-a40a-61ec98806b44
NC,OUe,Monroe,11/15/2020 0:09,6981437845,106c2c0c-1bf8-4696-9556-e4d81a912b29
PA,gyM,Bronx,6/7/2022 19:50,7745683338,2b0c4ac2-b4cd-4ffc-aa78-f224ae7178d6
PA,pzZ,Pima,9/18/2021 21:53,8467449712,444f2934-641f-478f-907e-4b72f938bef2
NY,FTo,Bexar,7/23/2021 3:21,5091383533,435af111-20b2-46f8-8482-2dff66a46469
GA,cJx,Wake,12/2/2023 9:03,7550623876,6b7f9283-56bd-4bc3-b09e-896c3b72054d
FL,UpP,Bucks,12/24/2021 23:59,6186674610,8ab01258-dcf4-4ed3-b41d-53c012a86083
TX,icM,Orange,8/7/2021 12:04,8233062910,a21937c4-9cee-4669-9ed5-a0f4ed59b041
FL,OCA,Cobb,3/14/2021 21:40,7061557892,cad259bb-5e38-49d2-82f9-397bcb0e4d9e
NY,joO,Cobb,2/29/2024 7:03,2041496582,6b555ff9-6121-461e-ad87-da153f8b8b41
NC,ufC,Bucks,2/7/2022 9:30,3653331479,0b6f83b6-bdf0-4121-819c-3229ede2d95e
CA,vmV,Summit,9/11/2022 15:10,3729037847,a7df0313-d062-4bb5-adb1-0a2aa4064020
IL,NqE,Travis,7/10/2024 18:57,2391799716,3376c29a-118a-4240-bfa5-1676875d5ec4
FL,ECy,Dallas,7/16/2023 20:41,5365148549,b7406224-a587-4d64-808d-35e0f275573d
GA,NnQ,Harris,8/12/2023 2:27,1495419334,99ac74f9-524f-45f5-aa83-e143ed5c3442
GA,bvI,Orange,10/23/2022 18:30,6082884535,004a7a8a-f6b2-4239-be71-d2728e598a16
PA,KlG,Navajo,1/16/2022 13:39,7372317410,a37d8675-08eb-4f22-a153-3673d5f9d39a
CA,Hsn,Cobb,1/20/2022 7:06,5745023536,c7dee365-f7da-454a-bac9-0e4ee5e6a530
CA,lQG,Orange,4/19/2022 15:31,8045934949,53a89fbb-7d04-4878-a4f3-30194fc90eee
OH,cCy,Monroe,1/6/2022 1:37,2742770701,688d1083-62b7-45c0-9cb4-031b72435111
IL,qGr,Kings,3/24/2021 3:50,5728388741,9b0cdf91-e14f-4732-8f7b-c09a86555929
OH,Jvk,Orange,7/12/2023 11:16,9332484338,4fd7271e-b618-40cb-b305-25d36a30c458
TX,nWJ,Travis,1/24/2024 9:03,2032667653,5ec8c977-79e4-4374-b6eb-6bef226fd910
TX,FJG,Monroe,11/26/2024 13:05,3032423023,6defdafd-d9b9-4ee7-928e-0cd6a15bbe50
AZ,GOd,Bronx,7/29/2020 17:39,3641876034,d0b7e524-141e-44bb-b457-3e87cf102b55
CA,zeA,Fulton,6/24/2022 1:20,8176330553,92a2f70a-2def-4c76-aff8-4f4b8a050158
IL,uyP,Will,8/10/2024 19:32,6172588261,46c39f14-3341-4945-87c9-d3ab89932c6c
OH,aOs,Duval,5/16/2022 22:45,7066709166,58f3fb21-3b13-4f26-8a3f-36dfbd223467
TX,OnZ,Orange,2/10/2023 15:11,4825346311,a9fd828a-9113-4403-957b-711448d08b19
AZ,dYu,Bucks,4/5/2020 2:50,8257286778,27e09c53-e826-4f98-b781-5ed0a4c9420c
AZ,ZIy,Orange,7/27/2020 1:33,8125618199,b046b375-af2c-46e1-84b5-41e535333d2b
OH,eEk,Orange,8/19/2023 0:54,6904948035,5650c930-f977-4097-877c-0640274489ce
NC,tnv,Orange,5/19/2020 0:33,9907112712,aeeea54c-a4d6-430e-b88a-fd45c62dd74b
CA,qjS,Duval,3/16/2024 7:52,4333930302,52cefc54-15b8-4fdc-b702-9d013183dbf3
TX,Yvz,Bucks,12/31/2024 1:54,1716837526,75a2d6e9-bf9d-4bc6-9aa1-84597df30578
IL,Zay,Kings,10/30/2021 14:16,7554669982,1bc74d7f-059c-4157-8369-ca541ad1cd33
TX,GSd,Will,1/30/2024 21:14,1303844187,d081b8b5-a4a6-42b1-b1e2-940fa7d30e6b
FL,nxT,Medina,3/22/2023 15:00,8696297892,998e7c32-19ac-43c8-85e2-19803a74e58e
PA,nNb,Durham,5/5/2021 18:46,6976107337,10efadda-4e83-45df-a04c-8de5c3f8e93b
NY,syC,Lake,11/17/2022 3:32,7858339091,69c2ff99-6ae1-43b4-9281-2639de8b5e80
AZ,jwr,Orange,11/23/2022 7:28,1669546372,69a8bf03-512e-421b-9dc5-dc05cbf30fcc
NC,pij,Summit,7/14/2024 11:54,5951917723,7a33dec8-f2b3-4938-9c81-8b4aac6bc9c9
NY,LyN,Pima,7/23/2020 11:18,5673259718,386accb3-8479-423d-9e87-809300f7fe9a
NY,gnX,DuPage,1/24/2021 11:03,9666214524,a5883ca2-c9f5-47a2-9dfa-1483588abc80
PA,pwS,Medina,6/14/2021 17:24,3222803475,8eca6157-af33-42db-8449-126deaeb9ac5
IL,QCh,Medina,2/22/2022 21:54,9772412110,a5f8ea04-7752-45d1-8342-fdd8e50224b1
NY,cVg,Fulton,8/27/2023 22:01,3732846571,5da7f553-6983-4a7f-8766-b2a227f563ee
NY,nri,Queens,7/24/2023 5:22,9028174689,f562b147-b31a-4b49-8284-d4c564fb0d44
OH,ZbB,Navajo,3/5/2020 19:56,8729269805,00a5e7f6-3335-4f89-82b1-0821971f26ac
CA,adV,Lake,10/10/2022 13:33,4320889339,0f7e474a-abc7-451c-896e-3f77410bb7ca
GA,CGg,Medina,6/2/2021 12:40,5996593302,2bccc402-2634-477e-95fc-c05c432a8a05
NC,aXR,Queens,7/8/2024 11:36,5333328698,45015937-7795-4fa3-a46a-521e753894a5
AZ,MJE,Lake,10/5/2021 13:06,8835183609,a388f950-85df-4489-8ef3-1d165c143db2
CA,KWV,Collin,10/18/2023 4:54,9896514638,30efb2f6-baee-4898-a712-91e35e93e475
OH,JnQ,Cobb,2/4/2024 20:42,6244915318,1a861869-b9bc-4c65-bd30-507028de08a5
OH,IHL,Pinal,5/21/2020 3:33,8395683722,dad63ef4-6f26-44f6-af61-89f99e44ce90
NY,XkY,Medina,2/9/2020 15:19,2332691531,71fcfc3c-00bf-40e4-9e54-c8a75348286a
FL,EHh,Duval,11/24/2020 11:33,3840983130,565adc98-6cba-407e-a57c-7a271fae2da9
NC,JMi,Durham,2/9/2020 17:24,3363691092,b21b67c3-1b3e-4cba-ab1a-e95f267d5554
NY,kmb,Bucks,6/23/2021 12:22,8096322172,638dc5ff-c831-4de1-8349-b1b1e8d41b01
NY,WoI,Orange,6/13/2022 10:07,6148910296,8bdac074-691b-4500-affb-7f1adbb57a43
NC,jBt,Cobb,7/3/2023 4:34,4158164985,8f88698b-e88e-4fc6-a185-72f6fcfbc5ca
NC,dgA,Kane,1/7/2023 0:06,4454590060,b4a11278-88f7-43fc-af1f-408a09696217
GA,rCz,Pinal,3/2/2020 4:02,8097641976,6848458b-d51a-46a5-b037-c4aae2d43f65
NY,SXO,Lake,5/13/2021 15:22,6179966209,b34f3871-0da8-4cf7-9258-057fe0334afc
OH,CHd,DuPage,5/3/2020 16:22,7984627237,22a5b4e5-a103-4aac-b8ee-c16d01b7d00f
CA,zmZ,Pima,9/18/2022 12:04,4005073282,2ce4f351-9b92-4d06-afc3-d46f08b4239c
OH,DRt,Will,7/4/2024 14:01,4873787483,0e62fba2-cddd-4233-8b91-07621af340b7
AZ,yDG,Queens,8/29/2021 7:09,4340501874,b9673e8d-12c3-47a5-9fb6-5463b7b14087
FL,dWH,Durham,9/6/2024 3:58,7921648803,1a5ba143-c5b4-4980-ba03-9176439375fa
IL,xjX,Pima,8/27/2020 22:02,6818033736,33d97c80-67ed-4c4d-a6e2-ebd15d6b34c3
FL,AlD,Queens,6/12/2020 5:19,7959158389,118cffc2-1b95-4f15-a38d-c749477adc19
FL,Nyv,Orange,8/18/2022 7:59,2103143082,7c7903d6-43cd-4a41-8f12-ed90fb37f450
NC,QdM,Durham,9/17/2022 6:59,8101192336,937f7d78-18a0-438c-ab76-8645b2ff7f34
IL,kfh,Will,3/22/2024 23:43,2638525837,749cb31c-16be-4d0d-8c83-5310edaf9604
TX,lvB,Fulton,1/31/2022 13:39,8513004751,28351a66-8d9a-4a87-9960-98fac8af702a
NY,Nei,Orange,10/2/2022 1:56,4544262074,4767bc00-f2c8-4dea-94e5-2827f5e54665
PA,zrJ,Orange,9/15/2024 17:18,8714910554,87537727-c743-4d8b-ad68-6ab890c200e3
GA,GDT,Summit,8/3/2020 15:06,7928814487,1faf4d02-eb13-4ee2-a6ce-c4611f3a5aea
NC,UVU,Kings,12/31/2024 18:22,3750010625,276aa062-f456-477d-aa13-1eb8055ecb90
TX,pVI,Monroe,10/6/2022 4:35,6644077325,c48501d1-cc32-4b6c-8a95-1a89b45c6d65
PA,UQQ,Orange,1/26/2022 5:13,2542060432,916d1fef-97a8-496c-b541-3ed798273855
NC,IiI,DuPage,4/17/2021 7:02,7306396260,6240ba2a-1899-4885-8c5e-8334142d9acb
AZ,UfK,Summit,7/30/2022 23:34,7148087217,917bc000-6e76-4d66-985a-1fbbbc2c5aea
NY,Cwg,Fulton,10/10/2021 7:07,5056364828,0a91558a-0305-49f0-8387-fab735e252a2
CA,ANi,Orange,5/15/2022 7:14,2692398177,21bed892-0ef7-4600-bf8e-3b48cf046f89
NC,UQC,Cook,10/10/2020 19:56,8849500715,06b708e6-566d-4ae2-93af-655f703e8571
TX,mJp,Summit,3/14/2023 15:15,8957506714,8e0c0c95-6cbc-415c-a8b0-d62002120479
IL,QvY,Cook,2/27/2022 17:06,8808714287,561ed47a-2198-4f12-b701-604008c9ca70
FL,mdH,Orange,4/19/2021 12:30,8686294467,c9bf632c-1d53-4408-90e3-810233a3ed39
NY,qSZ,DuPage,6/13/2024 2:54,3865268906,11983043-3d36-4742-834c-c8d5d063d982
NY,Plu,Orange,6/4/2023 22:01,3664439114,f9e8499d-d87f-4a2d-9251-aaa179976550
OH,PUr,Fulton,6/6/2021 0:16,7087459684,bd8e4ccd-bfd6-42de-ab20-e9959b26406c
FL,bIa,Bexar,7/28/2022 11:42,7081735634,25eebd00-e186-49ff-bd54-c01c4750ecde
FL,vAG,Kane,10/6/2023 22:29,4638987653,4ed0b9d5-1a2a-4495-9c3f-d290f3f13e57
GA,tNL,Orange,2/17/2022 7:46,9360396245,f82d3fad-8601-48d5-a5e4-5ad00e100281
NY,DBj,Dallas,5/15/2022 15:24,5970369030,1a93bc6c-5e6a-4424-b3b0-e4f572faf545
IL,buY,Dallas,11/17/2023 2:47,2777486189,296b1128-825a-4741-b573-b27eee4ce759
AZ,afP,Bucks,6/14/2021 23:25,3420529453,54556e59-9983-47d6-8db8-ab6a1444d8e3
AZ,vDX,Wake,7/18/2022 14:31,6587964122,27ca2c12-d46d-4141-a608-e0f19c384c8a
AZ,mJo,Summit,3/26/2023 9:18,8971043984,6fcf226a-bd2e-4ee6-800c-4bd04cc8cbd6
FL,Rdr,Bucks,5/28/2022 1:52,2853169130,d7026d00-5a82-444e-b86e-5d08ba31813a
GA,eXC,Orange,5/16/2022 12:16,9392117014,3c3b9cef-6fce-455d-89fc-a10bd962624c
AZ,tfz,DeKalb,2/16/2023 23:05,5444130162,6c457ce1-3666-4e77-95b3-d7959d30b07b
NY,IOv,Orange,2/27/2021 5:01,2041896763,1a1c714a-97ee-4adf-859c-b8e32c939564
AZ,zMX,Bucks,1/25/2024 18:41,8637860002,53a23773-e542-4657-a30e-78246923a4ac
IL,euq,Cook,2/3/2023 4:17,3630220785,d8f492eb-79f8-45f5-a7de-65122ab38e9d
CA,Yyr,DeKalb,11/25/2020 19:10,2864818394,120389cd-31a9-4393-8bf4-1cb7ee450d50
IL,jKT,Bexar,11/5/2020 17:16,7960416301,c17dd7fb-b867-414a-9a41-d8f04881eaac
AZ,zvU,Bronx,4/30/2023 21:02,4996160028,1082020d-87e3-4902-8a0d-b69b3e781ef3
TX,EGP,Harris,9/13/2024 22:12,5595770222,f8914cdc-c2ee-4019-b9be-ae28669e2261
AZ,Squ,Travis,5/3/2021 8:38,7598422573,cf3cedab-874f-471d-b3f2-d958a5cf6e78
AZ,fvB,Durham,8/9/2022 3:28,8334747930,49467a99-fb16-4797-ada2-b8e9a4ae53c7
IL,ZPy,Bucks,8/27/2021 9:02,4092758753,efcbf4c5-23f4-41cc-aefc-6ad94ae5a9ca
PA,SEG,DuPage,3/4/2020 6:18,7029565858,c02bf8f0-5822-49b4-a99f-78add1f69e0e
OH,Exn,Bronx,10/12/2020 18:43,1528593356,b6482640-ef98-4ba6-a1e8-457b831adc58
CA,WJg,Durham,12/15/2021 5:41,3393407736,74c7a8fc-629a-4fa1-a73e-91ccb2e43003
OH,lIC,Bucks,8/13/2020 6:04,6604493687,1a1ee167-425e-4e1c-8337-383dc6d39e4e
NY,PfL,Cook,8/8/2020 6:05,4303733811,4481f76e-9d43-42d6-8618-ae2d11b53ef5
PA,Kdz,Bucks,4/2/2023 17:17,6450498242,4eb504c2-b29a-4b86-98a7-5021c6815f37
IL,VQc,Fulton,1/5/2020 0:16,8622675203,cc2b4b1d-c3f1-44dc-958e-3d8b233eb754
FL,FPa,Dallas,9/6/2022 23:16,5966802026,c68fec8c-160a-4b87-9f8c-1e91b9ed8dfc
TX,fQy,Bronx,7/10/2023 5:05,3590688779,dede6542-fb99-458a-9b04-a86fdf0bf8c2
TX,QGQ,Monroe,8/22/2021 19:27,7997946282,dd2306f7-c743-4e7d-a647-48b434e333b7
FL,Dtx,Wake,3/9/2022 15:33,4040028393,711003d5-2321-43e2-a5de-ea08e1221543
